tanggal,periode,teks_bersih,sentimen,likes,retweet,username
2024-11-08 00:30:47,sesudah,nah sekarang suruh ibuk tanggung jawab atas buat masa rejim mulyono hutang buat keluar apbn ttd serujui moga mesti jabar detail gemeez,negatif,15,0,nomerorae
2024-11-08 00:33:46,sesudah,minimal punya utang rentenir zionist imf cari makan sendiri usaha sendiri rampok apbn macam junjung emis utang kuasa penuh otak kosong ijazah bodong presiden palsu,negatif,8,0,KreatorMe
2024-11-08 00:33:47,sesudah,pesan visual sangat mudah erti sulit cerna bangsat kuasa mabuk kuasa tolol,negatif,3,0,callofduty1205
2024-11-08 00:34:48,sesudah,kalau pak prabowo sdg tugas ricuh smkn panas kira wapresnya turun tangan atas,negatif,7,0,IreneLim177
2024-11-08 00:36:53,sesudah,menteri kanibal makan bakso mall pajak ehh nyata bayar utang jokowi imf,negatif,2,0,KreatorMe
2024-11-08 00:40:20,sesudah,jgn cuma mention akun presiden sekarang kalau salah akun partai gercep kalau lapor masyarakat,negatif,1,0,piramidamesir_
2024-11-08 00:49:49,sesudah,believe not menangisnkri ramal prabowo nkri bubar jajah suntik istidraj gunung jabat msh manfaat monggo sadar tak butuh jilat penghianat per tunggu gilir suntik koma jajah kuasa nkri turun jadi kacung,negatif,2,0,dimas_pur6139
2024-11-08 00:54:25,sesudah,indonesia negara hukum rakyat biasa kalau artis jabat hukum lemah syahwat alias tebang pilih cita cita leluhur bangsa,negatif,2,0,LoyaLoy71780404
2024-11-08 01:00:15,sesudah,basuki hadimuljono resmi lantik jadi kepala otorita ibu kota nusantara oikn presiden prabowo istana negara selasa presiden beri target selesai bangun gedung legislatif yudikatif selesai kurun waktu empat thn,positif,2,1,voaindonesia
2024-11-08 01:02:56,sesudah,wis langsung ciduk pakai lama biar ngumpet gorong instruksi presiden laksana pakai lama bandar seret,negatif,8,0,EndyNugroho8
2024-11-08 01:05:24,sesudah,pak daerah grobogan mafia pupuk banyak bngttt semua area semua,negatif,1,0,amoymoyom
2024-11-08 01:06:51,sesudah,biar rakyat tahu bhw wapresnya gibran hasil hubung haram selungkuh kolusi nepotisme hakim presiden gibranbencananasional gibranbencananasional gibran wapres ilegal,positif,1,1,MBGRajaKorup
2024-11-08 01:11:02,sesudah,realitas bangsa lebih paruh lebih gibran anak jokowi jadi presiden realitas lebih tokoh harap scr pasif gibran segera ganti prabowo kuat bukti iring waktu sdg gulir terus jalan,negatif,2,1,lubis10922
2024-11-08 01:17:04,sesudah,usut duluan jokowi kroni food estate jangan nge lawak prabowo memang cukup jokowi bohong rakyat indonesia mau bapak lanjut,negatif,2,0,indonesiaeffort
2024-11-08 01:21:03,sesudah,kamu baca bawah presiden prabowo mention maklum haters psi alias buzzer ghibah,positif,2,0,NyiMasRuminah
2024-11-08 01:30:50,sesudah,rakyat apa sekam jangan ulang jadi jabat koruptor jaga gaya,negatif,1,1,AidinAzmi
2024-11-08 01:48:03,sesudah,kadrun dulu kalau salah prabowo pernah cap kadrun grgr banyak tokoh ulama dukung pak prabowo pilpres inget dukung rizieq prabowo tuduh bawa politik agama muncul lah sebut kampret kecebong dukung prabowo gasuka wakil hehe,negatif,1,0,timmyy_theCAT
2024-11-08 01:48:54,sesudah,masak pak kayak begini tahu semua moto lanjut,negatif,2,0,cvdeico
2024-11-08 01:54:59,sesudah,allah kau genggam jiwa ketuk jiwa hati sengat jiwa patriotisme presiden bangkit daulat bila tak jua gerak sengat azab mrk tempat serendah rendah tempat aamiin,negatif,5,2,SangLangit01
2024-11-08 02:10:54,sesudah,proyeksi kondisi hukum paling kuat bawah rezim prabowo gibran lama lima tahun depan kuat negara hukum otoritarian,negatif,16,11,indoprogress
2024-11-08 02:22:43,sesudah,knew you guys hate fufufafa vance sama sara duterte sama buruk bahkan lebih jahat gibran wapres filipina sara duterte suka mukulin orang nepo baby tukang plagiat korup pakai fasilitas negara enak udel buat urus pribadi,negatif,1144,212,Y_D_Y_P
2024-11-08 02:28:55,sesudah,gibran berani blusukan universitas otak level unjung level smu kewalahan kalau tanya dasar bawah rata paling berani blusukan pasar tempat,negatif,729,37,Nicke9662734599
2024-11-08 02:41:23,sesudah,sebut lah akar siapa minta gibran awal buat jadi cawapres,negatif,2,0,ruddydust
2024-11-08 02:42:27,sesudah,eksperimen gesture presiden prabowo liat happy ekspresif sama mas pram beda jauh pak prabowo temu kang emil jakarta jakartamenyala prakaruntukjakarta trump henhen pagi dada minghao jeno jin malam jumat kamala,positif,4,4,Nyaipirank
2024-11-08 03:05:09,sesudah,thn jokowinomics ekonomi puruk rakyat kecil sedang hukum alam akibat puja nalar thd jokowi tak mau sikap kritis kalau jokowi blusukan sekarang mau bius dng era orasi gelegar,positif,5,1,meliksumanandar
2024-11-08 03:09:01,sesudah,semua ngira jokowi gibran pdip kayak bobby langsung umum media kalau pecat makanya berita buat bikin narasi kalau jokowi out pdip pernah datang acara partai banteng,negatif,3,1,tekarok007
2024-11-08 03:22:16,sesudah,bakar truk cuma mau bikin proyek cina cina korup kuras duit rakyat,negatif,4,1,ryz8888
2024-11-08 03:38:06,sesudah,infrastruktur era jokowi bukan kwalitasnya parah banyak infrastruktur mubazir lama thn bangun infrastruktur bocor anggar gimmick politik bangun infrastruktur ajang bancak korupsi,negatif,6,2,meliksumanandar
2024-11-08 03:48:11,sesudah,bangun infrastruktur era jokowi sbg gimmick politik presiden peduli bangun lahan bancak korupsi bocor ironis aku faisal basri maklum jokowi,negatif,7,2,meliksumanandar
2024-11-08 03:49:54,sesudah,prabowo buat megaproyek sama swasta buat giant sea wall jkt gresik panjang pantai utara jawa pesisir pantai jadi wilayah swasta kalah tuh bila khan,positif,5,1,LunarGosh
2024-11-08 03:56:16,sesudah,betul negara masalah,negatif,2,0,zhafran_aly
2024-11-08 04:01:21,sesudah,gibran minta kepala daerah dukung program makan gizi gratis,positif,31,3,CNNIndonesia
2024-11-08 04:05:20,sesudah,komisianda bagaimana wujud minta presiden prabowo seluruh jajar perintah baik pusat maupun daerah laku efisiensi hemat anggar komentar streaming,positif,0,0,RadioElshinta
2024-11-08 04:10:25,sesudah,kau tak pindah mars lalu bikin negara sendiri isi kepala sama kek kamu semua tiap hari nyetak dosa baru cela,negatif,2,0,Kimberley_PS08
2024-11-08 04:12:44,sesudah,mampu hidup mandiri menyengsaran negara negara jasa cari gara gara otak buzzer koplakkkkk,negatif,2,0,beniqno17081996
2024-11-08 04:17:27,sesudah,kalau info benar jadi dasar jerat kalau kamu benar kerja republik indonesia bukan konoha tunggu tindak lanjut,negatif,2,1,jakardoding
2024-11-08 04:25:44,sesudah,makanya orang model jokowi jadi presiden gibran jadi wapres rakyat dungu,negatif,3,0,djoniecash2
2024-11-08 04:30:00,sesudah,wapres gibran minta seluruh unsur forkopimda kompak,negatif,1,1,RadioElshinta
2024-11-08 04:31:41,sesudah,loe salah arti cuma buat gosip murah jelas aspirasi urus golkar minta jokowi gibran masuk golkar tolak jokowi beliau sbg presiden sblmnta taung seluruh pihak jadi bodoh siapa,negatif,13,0,Stef_Rud
2024-11-08 04:36:46,sesudah,usir china komunis imigran ilegal negri,negatif,3,0,RNaaliMaliki
2024-11-08 04:37:11,sesudah,menteri tani pecat tiga jabat profesi calo proyek tan,negatif,3,1,officialinews_
2024-11-08 04:38:18,sesudah,amad cah apik kakean gaya koyo diaz,netral,7,3,KingGaseng
2024-11-08 04:38:20,sesudah,pretsiden wakil pretsiden plonga plongo menteri,netral,5,0,fikrulsuwahyu
2024-11-08 04:45:34,sesudah,jadi bantu bukan jadi mulus niat busuk kamu kerja buat negara bukan cuma buat presiden semata kalau program sesuai tuju negara tolak mundur,negatif,3,1,AllRayyan19
2024-11-08 04:47:14,sesudah,jokowi boneka china komunis,netral,2,0,RNaaliMaliki
2024-11-08 04:51:31,sesudah,ente bodoh makan percaya sama omong orang benar apkh ente bukti bhwa akun fufufafa milik mas gibran bodoh ente,negatif,2,0,LetsoinIgn
2024-11-08 04:51:53,sesudah,mas gibran rakornas bukan retreat,negatif,26,6,alisyarief
2024-11-08 04:52:59,sesudah,hati hati lang pak prabowo ikut kata hati sendiri apa mau bapak pak jokowi hujat seluruh rakyat indonesia sampe akhirat pak mumpung waktu segara ambil sikap selamat kan bangsa indonesia pak,negatif,2,0,Hendro80447087
2024-11-08 04:55:49,sesudah,korban jajah china komunis negri gerak wahai anak negri,negatif,2,0,RNaaliMaliki
2024-11-08 04:59:21,sesudah,henti ekspor pasir laut nikel singkir asing rugi negara hentikn ikn kuat kpk polri bwh kmdagri kmbli,negatif,2,1,ucing99115
2024-11-08 05:08:43,sesudah,mudah prabowo segera nampol kamu,positif,21,0,vanthanks
2024-11-08 05:09:13,sesudah,normalisasi rape jokes korelasi bem sama duta apa and behaving inappropriately bem buat satire kena perintah memang bobrok jadi cari cari salah biar nama fisip jelek antek prabowo kamu cair berapa tuh gendut,negatif,7,0,OfPhoebus
2024-11-08 05:09:38,sesudah,pak jangan tangkap pengendors kroco kelas kakap jangan banci tangkap rakyat dukung koq,negatif,2,0,Mukidioon2
2024-11-08 05:09:54,sesudah,usir china komunis nkri hancur negri,negatif,5,1,RNaaliMaliki
2024-11-08 05:10:01,sesudah,mana janji siap juang bahkan mati sama rakyat indonesia,positif,4,1,HambaSahaya1987
2024-11-08 05:11:02,sesudah,tdi liat cuplik rapat paripurna liat gibran masuk cuma ngintilin gtu ajak ngobrol malah sibuk sama mayor teddy,positif,2,0,PepThird
2024-11-08 05:12:17,sesudah,rebut merdeka indonesia jajah china komunis,negatif,4,1,RNaaliMaliki
2024-11-08 05:12:52,sesudah,kalau tegas ikut mau mulyono indonesia sesuai bahasa pak prabowo bubar,negatif,3,0,imamputrajago
2024-11-08 05:13:04,sesudah,pik pernah dengar bicara orang warga asing beli aset daerah pik tau cara bagaimana tau pik banyak milik warga asing,negatif,8,1,SeriDianawati
2024-11-08 05:23:02,sesudah,min bagaimana asa senang sedih pak keluarga jadi bulan fufufafa,negatif,13,1,sri_darmo
2024-11-08 05:23:40,sesudah,kotak pandora tumpas judi online main main lapor ppatk tahun putar uang judol capai triliun gila assalamulaikum pagi judionline ppatk prabowo,negatif,46,25,blackshark7890
2024-11-08 05:25:51,sesudah,pik masuk psn aneh banget jelas untung taipan cina kog nya jdi psn pake apbn,negatif,4,0,adhityawarman84
2024-11-08 05:26:23,sesudah,pimpin negara besar indonesia narasi cuma kompak kompak suram pas prabowo kunjung luar negeri ganti,negatif,2712,781,CakKhum
2024-11-08 05:26:26,sesudah,tak adil ekologi gagas swasembada energi subianto prabowo,positif,3,2,cak_daus
2024-11-08 05:26:45,sesudah,kali pertama presiden prabowo subianto kumpul jajar perintah pusat daerah indonesia sentul international convention center sicc bogor kemarin acara hadir jabat seluruh indonesia usai acara kepala badan awas uang bangun bpkp muhammad yusuf ateh beber rencana program pemda lama fokus realisasi giat hasil jelas ukur jumlah dokumen jumlah lapor jumlah giat masalah outcome ucap ateh imbas program perintah jadi efisien program prioritas nila triliun garap pemda misal jumlah efisien capai triliun rata rata persen lengkap baca jawa pos edisi jumat november jawapos bacakoran koranjawapos jawaposcom jawapostv beritajawapos beritakoranjawapos bacaberita beritaterkini beritaviral viral,negatif,5,0,jawapos
2024-11-08 05:27:17,sesudah,mohon ajar ttg apa lembaga eksekutif lembaga legislatif kmu ketik mungkin jadi,negatif,2,0,hikaridita
2024-11-08 05:27:33,sesudah,laaahhh wapresnya begini pilih bahkan gadang buah buku sebut the next presiden,negatif,10,2,AriskaPutraS
2024-11-08 05:28:13,sesudah,vance lulus yale beda sama gibran lulus fufufava college,positif,4,0,vernandozz
2024-11-08 05:28:31,sesudah,kontribusi biaya hidup mewah jabat beli mie instan minum ringan pakai sepatu rokok motor rumah tanah semua pajak jasa rakyat jabat mewah mewah,negatif,7,0,SutisnaMuh59331
2024-11-08 05:28:52,sesudah,mohon tanggap pak presiden masa masalah begini tahun tahun kelar kelar,positif,1,0,WidiYan09000856
2024-11-08 05:31:13,sesudah,siapa nyuting salfok banget pak prabowo ganteng banget mas gibran masyaallah kayak opa opa korea drama korea pantesan mana mana beliau beliau selalu dikerubutin emak emak mana shooted muka mas ahy pulak aduh dadak cak imin nongol,negatif,6,2,ImaginarySteady
2024-11-08 05:33:25,sesudah,panglima tni jenderal tni agus subiyanto hadir acara rapat koordinasi nasional rakornas selenggara perintah pusat perintah daerah tahun buka presiden tempat sentul international convention center bogor kamis acara rakornas usung tema implementasi asta cita tuju indonesia emas hadir menteri kabinet merah putih kepala staf angkat perwira tinggi tni polri seluruh kepala daerah forum koordinasi pimpin daerah forkopimda indonesia tamu undang tni tniprima,positif,22,4,Puspen_TNI
2024-11-08 05:33:53,sesudah,roket utang nya,negatif,3,0,gusnur212
2024-11-08 05:35:55,sesudah,kata pak prabowo bela rakyat kecil masalah rakyat perhati,negatif,4,0,Razieq97
2024-11-08 05:36:25,sesudah,prabowo target tahun datang ikn jadi pusat perintah politik via,negatif,0,0,tribunnews
2024-11-08 05:37:41,sesudah,lah iyaa beneran mirip gibran,positif,84,2,tyrectt
2024-11-08 05:37:52,sesudah,mungkin makan siang gratis bsd pik incar konglomerat tukar guling proyek juta rumah,positif,6,2,doelpaten
2024-11-08 05:38:35,sesudah,presiden prabowo tegas segera batal status psn nya tindak adil,negatif,4,0,Rizlamic
2024-11-08 05:41:32,sesudah,cabut psn trus hancur tembok halang kalau emng niat pak,negatif,7,2,padiwig
2024-11-08 05:41:46,sesudah,ingat timbul tenggelam sama rakyat timbul sendiri rakyat tenggelam susah percaya semua omon nya sedikit bicara bukti bukti manaa nasib rakyat sentuh rakyat juang sendiri lawan asing aseng wowo dimanaaa,negatif,2,0,amelkoto
2024-11-08 05:42:01,sesudah,semua tau jahat makanya rekrut mulyono bagaimana presiden prabowo,negatif,2,0,Priyo__Muhammad
2024-11-08 05:42:13,sesudah,tangkap adil hukum mati jokowi klg kroni kroni,negatif,4,1,pu80909
2024-11-08 05:43:39,sesudah,bilang mau jadi parasit nemplok prabowo mimpiiiiiii,positif,2,0,wisanggeni_11
2024-11-08 05:44:07,sesudah,maju tak gentar bela benar semangat,negatif,2,0,Gazert_01
2024-11-08 05:45:25,sesudah,adopsi banyak menteri jokowi prabowo buang banyak waktu sempat baik negeri,negatif,2,2,MawasDir
2024-11-08 05:46:20,sesudah,arsjad rasjid ajak prabowo ikut kunjung kerja china anggap ketua umum kadin via,positif,7,1,tribunnews
2024-11-08 05:46:40,sesudah,believe menangisnkri ramal prabowo nkri bubar jajah suntik istidraj gunung jabat msh manfaat monggo sadar tak butuh jilat penghianat per tunggu gilir suntik koma jajah kuasa nkri turun jadi kacung,negatif,2,0,dimas_pur6139
2024-11-08 05:50:12,sesudah,kalau benar pak diberitahu cari solusi segera,negatif,4,0,irfanwahidi06
2024-11-08 05:50:54,sesudah,all gone jiwa patriot berani gagah besar jiwa yag kata buat rakyat negara wahai ikhlas jadi nyata sama bahkan ekor raja jawa,positif,6,1,GibraltarNc
2024-11-08 05:53:01,sesudah,terima kasih doa salam hormat keluarga,positif,2,0,sjafriesjams
2024-11-08 05:55:26,sesudah,mana bukti china tiongkok warga turun lahir berktp indo kan tau lanpengembang pik siapa usaha indo bayar pajak urus izin siapa punya duit lama warga negara jgn iri jgn hoax,negatif,11,0,edwardyurianto
2024-11-08 05:57:13,sesudah,bom sadar soal pik please lah bukan soal ekonomi jual beli invasi ampas tanah rakyat modus psn apa gila tanah rakyat harga meter cina jual meter pikirrrrr kamu semua pak please pak bantu rakyat,negatif,54,33,jandakembang78
2024-11-08 05:58:01,sesudah,bukan terima kasih low jokowi periode pratikno ttp kabinet gibran wapres prabowo presiden low terus lestari bahkan tingkat iya kan,positif,15,0,Alfa_Bimas
2024-11-08 05:58:34,sesudah,jadi tertawa orang dunia orang wapres lupa tugas utama bantu presiden gibran sibuk susu blusukan tak plonga plongo bikin gemas rakyat gibranbencananasional gibranbencananasional,negatif,4,2,MBGRajaKorup
2024-11-08 05:59:17,sesudah,dancok orang rendah gmana mau maju kamu rampok negara ugal ugalan hampir semua bidang pajak rakyat geng alun ribu tambang asabri bumn kamu buat bangkrut gmana rakyat ngak derita,negatif,21,2,Penakluksukma77
2024-11-08 06:01:55,sesudah,hendi soal luthfi yasin temu prabowo jokowi pengaruh apa,negatif,16,1,CNNIndonesia
2024-11-08 06:02:00,sesudah,bupati pantas jadi pimpin daerah bahkan pimpin diri sendiri tak pantas,negatif,3,1,firvan717
2024-11-08 06:04:48,sesudah,situasi kondisi lihat marah masyarakat tempat,negatif,2,2,Rusmiza7
2024-11-08 06:05:12,sesudah,berapa cinta jendral purn prabowo bangsa negara lihat proyek pik,positif,4,2,andyrjp
2024-11-08 06:06:29,sesudah,temennya bain pak prabowo,positif,2,0,vanilla__1808
2024-11-08 06:06:30,sesudah,ayokkk mau lari jadi gibranbencananasional bila gentelman berani aku mundur tetap tahan benar orang gibranbencananasional bangsa negara tau siapa konsultan gibran,negatif,15,9,SiTukangUtang0
2024-11-08 06:10:17,sesudah,tiap minggu solo mungkin kan libur,positif,3,0,DS_yantie
2024-11-08 06:11:52,sesudah,jokowi kan mantan sangat punya hak iyalan sekarang jadi presiden kuasa benar gibranbencananasional gibranbencananasional,positif,9,6,Deslini2
2024-11-08 06:12:29,sesudah,jujur pilih prabowo gibran cepat tendang jujur rakyat jijik lihat gibran umat jokowi goblok kismin anggap gibran cerdas,negatif,10,1,man_tomy15188
2024-11-08 06:13:49,sesudah,hahaha kira wowo berani penjara kawan nya,negatif,8,5,el4n9bint4n9
2024-11-08 06:13:56,sesudah,paling bener jokowi ditangkep,positif,8,0,etherealhayzes
2024-11-08 06:14:01,sesudah,sabar dokter bersih anak buah dulu akhir nak tetap terus ingat spy lenyap sorot,negatif,8,0,ilhamakbar_3
2024-11-08 06:15:02,sesudah,alas nengok cucu,netral,2,0,gedh4nggodhog
2024-11-08 06:15:51,sesudah,bagus smg gempa besar tenggelam sekali bersih,positif,2,1,ilhamakbar_3
2024-11-08 06:17:46,sesudah,prabowo target tahun datang ikn jadi pusat perintah politik lewat,negatif,1,0,tribunnews
2024-11-08 06:20:00,sesudah,gibran puji tumbuh ekonomi papua barat,positif,3,1,okezonenews
2024-11-08 06:21:55,sesudah,bukan jangan radikalisme anggar satu radikalisme anggar ribu kali jumlah timah asabri jiwasraya blbi alir judol narkoboy mafia tanah hutan tambang kasus properti rakyat biar bodoh biar kritis tetap all radikalisme anggar,negatif,2,0,writerfreax
2024-11-08 06:23:57,sesudah,arsjad rasjid ajak prabowo ikut kunjung kerja china anggap ketua umum kadin,positif,12,5,geloraco
2024-11-08 06:25:32,sesudah,klau keluar negri pantau terus pak gerak gerak struktur cepat ambil kursi presiden,netral,2,0,jonmamau
2024-11-08 06:27:58,sesudah,menteri tahan sjafrie sjamsoeddin hadir sidang kabinet paripurna pimpin presiden prabowo subianto kantor presiden kompleks istana presiden rabu,positif,18,2,Kemhan_RI
2024-11-08 06:27:59,sesudah,sidang kabinet hadir wapres gibran rakabuming seluruh menko menteri teknis sidang presiden prabowo bahas rencana kunjung kerja negara jumlah negara,negatif,9,2,Kemhan_RI
2024-11-08 06:28:05,sesudah,presiden prabowo subianto beri arah tutup rapat koordinasi nasional rakornas perintah pusat daerah,netral,0,0,detikfinance
2024-11-08 06:36:15,sesudah,tenang bang sekarang presiden pak prabowo polisi mikir kalau brutal,netral,2,0,AdolfWinn
2024-11-08 06:38:10,sesudah,iya low quality jabat kayak taik,negatif,0,0,Sessy_dy
2024-11-08 06:43:15,sesudah,hari presiden prabowo subianto mulai lawat luar negeri awal tiongkok negara adidaya upaya tingkat posisi indonesia panggung dunia berangkat pesan tegak hukum sikat judol narkoba selundup korupsi,negatif,79,17,BANGSAygSUJUD
2024-11-08 06:44:17,sesudah,gibran kepala daerah tak visi program visi program prabowo gibran prabowo,positif,116,26,kompascom
2024-11-08 06:44:46,sesudah,justru pakai mempertanggungjawabkan dulu kalau langsung ganti mah enak pusing,negatif,3,0,Sekunyma
2024-11-08 06:46:03,sesudah,paham orang dungu hasut tkg fitnah jgn biar cuma orang tolol percaya akun abal fufufafa mengatasnamakan gibran lapor usut siapa admin balik akun fufufafa,negatif,2,0,echysurya
2024-11-08 06:48:04,sesudah,untung coba pin sama fufufafa ehhhh gibran,positif,28,0,SemutRangrangGO
2024-11-08 06:48:25,sesudah,instansi kait jangan tebang pilih,negatif,1,0,panglima_z
2024-11-08 06:48:50,sesudah,lenting indonesia raya,netral,1,0,Putri__Nirmala
2024-11-08 06:50:12,sesudah,menteri didik dasar tengah kabinet merah putih asal ormas agama tahu agama mana sejak lama hambat proses didik cerdas bangsa bila beri tahu tuduh laku nista agama,negatif,318,74,Sentjoko
2024-11-08 06:51:20,sesudah,nalar ndeso cak usah mikir jalan fikiran otak hati mbak sri,negatif,2,0,DNofers
2024-11-08 06:51:21,sesudah,apa mana presiden mau abroad,positif,4,0,iKhalis
2024-11-08 06:51:46,sesudah,amerika punya presiden baru donald trump menang donald trump pilih presiden kira dampak besar bijak dagang bijak trump kira dampak negara jadi mitra dagang besar china arab israel indonesia punya presiden baru milik komitmen bawa indonesia jadi mitra baik semua negara jadi pion maupun kacung hari presiden prabowo subianto pilih negara china jadi negara pertama kunjung kerja bagaimana cermat arah bijak politik ekonomi pimpin besar talk mohammad faisal core indonesia streaming,negatif,1,0,RadioElshinta
2024-11-08 06:52:13,sesudah,pancing gas jadi benar ffff tuh gibran,negatif,20945,1977,Louis_chantika
2024-11-08 06:52:22,sesudah,padahal banyak purn jenderal tentara nasib nasib tni kirain beneran jadi mau macan lawan anak ingus mengkeret kocak tan gerindra dulu awal macan asia lawan solo bocah ingus bingung kapan mao bantai keluarga jokowi,negatif,8,0,MisterVakum
2024-11-08 06:54:38,sesudah,perang judi online aparat tegak hukum keras nyata,negatif,775,270,Boediantar4
2024-11-08 06:55:26,sesudah,miliar rupiah habis gibran blusukan sana kemari susu kemas jelas siap tuju prabowo sowan solo lapor tugas laksana sempurna siaaaap,negatif,46,16,giginpraginanto
2024-11-08 06:55:26,sesudah,pik dimasukin umum bahkan satu rute busway situ pernah kunjung situ pantai maju sama orang sana,positif,14,1,Muhamma87748717
2024-11-08 06:55:59,sesudah,bukan presiden koq narasinye presiden nyadar woi sekarang presiden jangan manipulasi sejarah kata politis partai koq begini yakk jangan korupsi jabat orang malu bagaimana kalau kuasa parah gakk,negatif,3,0,HFaang
2024-11-08 06:56:25,sesudah,hajar sampe mencret,negatif,2,0,bitCarli77
2024-11-08 06:56:31,sesudah,setan memang gerombol mulyono pajak rakyat dipake buat sejahtera orang china rakyat main masuk situ anj,negatif,16,5,Sessy_dy
2024-11-08 06:58:34,sesudah,akibat pimpin presiden low quality bakal makin low ganti jurkamnya gibran,positif,27,5,giginpraginanto
2024-11-08 06:59:48,sesudah,mending prabowo cmn mantu anak kandung njirr,negatif,1,0,Carbaroxabane
2024-11-08 07:00:36,sesudah,juru bansos juru cawe cawe pura nengok cucu jakarta prabowo luar negri mujono muljono,netral,5,0,IgnBestari
2024-11-08 07:01:12,sesudah,gibran ingat kepala daerah tak program visi misi milik prabowo,positif,0,1,officialinews_
2024-11-08 07:03:51,sesudah,tahun kemarin ngapain pak damping jokowi makin low quality rakyat jadi makin mudah bodoh peduli didik ilmu alam calon pimpin macam gibran coba rakyat info apa didik resmi wapres,positif,11,3,RikeSants
2024-11-08 07:05:10,sesudah,prabowo pidato rap kaum baru nama pimpin gibran pidato kaum pimpin penting iso ngomong sing penting iso kerjo dukung ajaib,positif,22703,3834,Tan_Mar3M
2024-11-08 07:06:08,sesudah,memang jadi tri semua pintar bidang,negatif,2,0,Unkunk01
2024-11-08 07:06:51,sesudah,bot bawa bencana rajam,negatif,8,0,otakosonggg
2024-11-08 07:07:08,sesudah,tanya sisi jokowi jkt rapat fufufafa jelang presiden lawat pekan betul rangka grand design,positif,30,4,EdiKeceput2
2024-11-08 07:07:23,sesudah,jaksa banyak duit ehg bagaimana pimpin perilaku simpang tegak hukum pak presiden perhati sisi,positif,3,0,RDolhalewa85455
2024-11-08 07:07:34,sesudah,kakak rahman mohon maaf atas ketidaknyamanannya kait masalah padam segera atas mohon kakak info telepon via mimin tunggu tks muly,negatif,0,0,pln_123
2024-11-08 07:08:31,sesudah,dulu islam kencing kencing kalau denger liat deket agama lage acara agama apalage kumpul jamaah fkub ormas islam lagak kedok rukun bangsa,negatif,8,1,brandojtdaunan
2024-11-08 07:09:00,sesudah,akhir sadar kalau gibran atowpun fufufafa memang orang pemuda cerdas cakap berani cerdas kalah hampir juta manusia orang pemuda berani rupa buah fakta brani ngata pak prabowo,positif,188,61,B_dzoel
2024-11-08 07:11:24,sesudah,presiden prabowo resmi menandatangani hapus kredit macet umkm tani nelayan lewat news,negatif,5,2,keuangannews_id
2024-11-08 07:12:03,sesudah,punya agenda sendiri kaya prabowo kudu ati soal hari pertama citra kuat memang tim aku rada cerdik manfaat waktu wapres bilang longgar presiden jadi kaya kampanye tahun,positif,10,0,ABlesseddd13233
2024-11-08 07:12:16,sesudah,pak presiden jangan ragu unt tumpas oknum jabat buat rakyat susah moral buruk buat bangsa lama hancur bhkan rusak putra putri generasi terus,negatif,8,0,rakyatbawah_
2024-11-08 07:12:20,sesudah,kepala kantor komunikasi presiden presidential communication office pco hasan nasbi tambah prabowo tak segan segan tindak tegas anggota kabinet merah putih libat korupsi prabowo,negatif,29,5,kompascom
2024-11-08 07:12:50,sesudah,baik kak mimin jawab lalu trims ardhi,positif,0,0,pln_123
2024-11-08 07:12:55,sesudah,cuma beliau mampu cari utang untung tambah hutang pak,negatif,2,0,ANDIPUT37648773
2024-11-08 07:13:05,sesudah,tua bangka benci prabowo mulai mau main atas atur main lur bagus hajar opini biar calon kepala daerah kim ttp mayoritas menang,negatif,3,0,mas_veel
2024-11-08 07:13:17,sesudah,mending kamu lukito yakin kamu lebih cerdas drpd gibran sayang sempat anak presiden,positif,13,0,DilogoSemo
2024-11-08 07:14:55,sesudah,terima majelis rakyat papua mrp kantor menteri ham presiden prabowo bentuk menteri wujud nyata bangun bas nilai ham demokrasi indonesia,positif,18,4,NataliusPigai2
2024-11-08 07:15:36,sesudah,tanya tolol baca pagi,negatif,1,0,saepulloh_n
2024-11-08 07:17:26,sesudah,ajar lbh banyak porsi ttg hadap post mortem dunia kubur flat earth lupa fisiologi nabi adam suryei thn bayang uforia monaslimin kalau sekarang survei ulang sama hasil,positif,22,0,geetracker
2024-11-08 07:20:00,sesudah,iya lengkap puzzle susun fufufafa jelas gibran sekarang tinggal nunggu tega hukum,negatif,19,2,blank0429
2024-11-08 07:20:43,sesudah,tifa memang sakit hati lewat darah daging terima rsj siapa bayar jelek pimpin pilih kalau jadi gibran lapor orang bohong jeblos penjara provokasi rakyat,negatif,4,0,agungpu22883852
2024-11-08 07:21:06,sesudah,benar benar muak sama paslon pimpin daerah selalu nyertain gambar mention mulyono prabowo aktivitas kampanye hobi banget dah nunjukin backingan presiden gagas nol besar mirip temen suka gembar gembor pangkat abal bapak,positif,11,4,aiguguia
2024-11-08 07:21:50,sesudah,kalau bicara soal perang segala macam strategi islam jadi populer bidang bidang didik science iptek jangan kau tanya bung sangat suram sekali,negatif,2,0,Anggi_sapiens
2024-11-08 07:21:55,sesudah,gibran aib nasional,negatif,7,1,rustamanuus158
2024-11-08 07:22:18,sesudah,tanya mbak pernah pinjam galaxy tab milik gibran apa,negatif,240,1,blank0429
2024-11-08 07:22:19,sesudah,aku sendiri dukung terima klw memang sdm rendah malah bangga kata biar sdm rendah penting prabowo menang,negatif,1,0,reyvanGali
2024-11-08 07:22:32,sesudah,pak negara selamat lama lepas jokowi,negatif,1354,458,Boediantar4
